NAME,LABEL
ph_s12q04,Were there any losses of [TREES/FRUIT/ROOT CROP] before the harvest?
ph_s12q05,What was the cause of these losses?
ph_s12q06,Did you sell any of the [TREES/FRUIT/ROOT CROP] collected?
ph_s12q07,What was the total quantity sold? (QNTY)
ph_s12q0b,What was the total quantity sold? (UNIT)
ph_s12q08,What was the total value of [Fruit/Root Crop] sold? (BIRR)
ph_s12q08a_1,Who in your household kept/decided what to do with these earnings?(HH member 1)
ph_s12q08a_2,Who in your household kept/decided what to do with these earnings?(HH member 2)
ph_s12q09_a,Where did you sell most of the [Fruit/Root Crop]? (Network Roster ID Code #1)
ph_s12q09_b,Where did you sell most of the [Fruit/Root Crop]? (Network Roster ID Code #2)
ph_s12q10a_1,How much of the harvested [CROP] during [CURRENT AGRICULTURE SEASON] was used fo
ph_s12q10a_2,How much of the harvested [CROP] during [CURRENT AGRICULTURE SEASON] was used fo
ph_s12q10,"Was any portion of the production lost post-harvest to rotting, insects, rodents"
ph_s12q11,What was the reasonfor this loss?
ph_s12q12,"Out of 100 % of [TREES/FRUIT/ROOT CROP], how much was lost?"
ph_s12q13,What was the value of this lost [Fruit/Root Crop]? (BIRR)
ph_s12q14,Do you have any of this [Fruit/Root Crop] harvest in storage now?
ph_s12q15a,How much of this harvest do you still have in storage? (QNTY)
ph_s12q15b,How much of this harvest do you still have in storage? (UNIT)
ph_s12q16,What is your main method of storage?
ph_s12q17,Did you do anything to protect the stored crop?
ph_s12q18,What did you do?
ph_s12q19_a,What proportion of your crop product have you used for [Household Consumption]?
ph_s12q19_b,"What proportion of your crop product have you used for [IN-KIND WAGES, PAYMENTS]"
ph_s12q19_c,What proportion of your crop product have you used for [Animal Feed]? (Percent)
ph_s12q19_e,What proportion of your crop product have you used for [SEED]? (Percent)
ph_s12q19_f,What proportion of your crop product have you used for [SALE]? (Percent)
ph_s12q19_g,What proportion of your crop product have you used for [OTHER]? (Percent)
ph_s12q19_h,What proportion of your crop product have you used for [Total]? (Percent)
ph_snrq00,ID
ph_snrq01,Name
ph_snrq02,Code
ph_snrq03,Location
saq05,ea
crop_code,2. CROP CODE
unit_cd,Unit code
mean_cf_nat,CONVERSION FACTOR - NATIONAL
mean_cf1,CONVERSION FACTOR - TIGRAY
mean_cf2,CONVERSION FACTOR - AFAR
mean_cf3,CONVERSION FACTOR - AMHARA
mean_cf4,CONVERSION FACTOR - OROMIYA
mean_cf6,CONVERSION FACTOR - BENISHANGUL GUMUZ
mean_cf7,CONVERSION FACTOR - SNNP
mean_cf12,CONVERSION FACTOR - GAMBELLA
mean_cf99,"CONVERSION FACTOR - SOMALIE, DIRE DAWA, & HARAR"
note,Notes & special assumptions
pw_w3,Household survey weight (Wave 3)
adulteq,Adult equivalent scale for HH
hh_size,Household Size
no_conv,HH has at least one item whose quantity could not be converted to kg/L (dropped)
no_cons,HH did not report any consumption
food_cons_ann,annual value of food consumption (selected items)
nonfood_cons_ann,annual expenditure on nonfood items (selected items)
educ_cons_ann,annual expenditure on education (including assistance)
total_cons_ann,Total annual consumption
price_index_hce,"regional spatial price index from MFED, HCE report"
nom_totcons_aeq,Nominal annual consumption per adult equivalent
cons_quint,5 quantiles of nom_totcons_aeq
household_id2,Unique HH Identifier
ea_id2,Unique EA Identfier
dist_road,HH Distance in (KMs) to Nearest Major Road
dist_popcenter,"HH Distance in (KMs) to Nearest Population Center with +20,000"
dist_market,HH Distance in (KMs) to Nearest Market
dist_borderpost,HH Distance in (KMs) to Nearest Border Crossing
dist_admctr,HH Distance in (KMs) to Capital of Zone of Residence
pop_density,pop_density
af_bio_1,Annual Mean Temperature (deg C * 10)
af_bio_8,Mean Temperature of Wettest Quarter (deg C * 10)
af_bio_12,Annual Precipitation (mm)
af_bio_13,Precipitation of Wettest Month (mm)
af_bio_16,Precipitation of Wettest Quarter
fsrad3_agpct,Percent agriculture within approx 1 km buffer
fsrad3_lcmaj,Majority landcover class within approx 1 km buffer
ssa_aez09,Agro-ecological Zones
srtm,Elevation (m)
twi,Potential Wetness Index
srtm_5_15,Terrain Roughness
sq1,Nutrient availability
sq2,Nutrient retention capacity
sq3,Rooting conditions
sq4,Oxygen availability to roots
sq5,Excess salts
sq6,Toxicity
sq7,Workability (constraining field management)
anntot_avg,Avg 12-month total rainfall(mm) for Jan-Dec
wetQ_avg,Avg total rainfall in wettest quarter(mm) within 12-month periods from Jan-Dec
wetQ_avgstart,"Avg start of wettest quarter in dekads 1-36, where first week of January = 1"
h2015_tot,"12-month total rainfall (mm) in Jan-Dec, starting January 2015"
h2015_wetQ,Total rainfall (mm) in wettest quarter of 2015
h2015_wetQstart,"Start of wettest quarter in dekads 1-36, where first week of January 2015 = 1"
eviarea_avg,Avg total change in greenness(integral of daily EVI values)w/in primary growing
evimax_avg,Avg EVI value at peak of greenness w/in growing season
grn_avg,"Avg onset of greenness increase in day of year 1-356,where 1/1 = 1,avg by zone"
sen_avg,"Avg onset of greenness decrease in day of year 1-356,where 1/1 = 1,avg by zone"
h2015_eviarea,"Total change in greenness(integral of daily EVI values)w/in 2015 growing season,"
h2015_evimax,EVI value at peak of greenness within 2015 growing season
h2015_grn,"Onset of greenness increase in day of year 1-356,starting 1/1/15,avg by zone"
h2015_sen,"Onset of greenness decrease in day of year 1-356,starting 1/1/15,avg by zone"
lat_dd_mod,EA Latitude (WGS84) Modified
lon_dd_mod,EA Longitude (WGS84) Modified
holder_id,Unique Holder Identifier
dist_household,Plot Distance in (KMs) to HH
plot_srtmslp,Plot Slope (percent)
plot_srtm,Plot Elevation (m)
plot_twi,Plot Potential Wetness Index
